model,g,lam,mu,seed,warmup,horizon,L,Lq,utilization,W_mean,Wq_mean,Pwait_sim,Pwait_theory,n_samples,obs_time,arrivals_obs,lambda_hat,rho_theory,little_L_error,little_Lq_error,L_theory,Lq_theory,W_theory,Wq_theory
mmg,4,3.4,1.0,132,10000.0,200000.0,7.377656211049806,3.976143323306119,0.8503782219359995,2.1727113505195397,1.1709685289812328,0.6892683652686629,0.6893162216811786,645158,190000.0,645168,3.395621052631579,0.85,6.532164762619395e-06,5.549516149625659e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,133,10000.0,200000.0,7.338590384518871,3.9331144421817332,0.8513689855842312,2.157818835406805,1.1564689839689466,0.6917879345486173,0.6893162216811786,646159,190000.0,646176,3.400926315789474,0.85,1.0250575762671402e-06,1.2367096900609087e-05,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,134,10000.0,200000.0,7.380022859994542,3.9803692462174842,0.8499134034441281,2.1706166444983626,1.1707135411207372,0.6898071463291546,0.6893162216811786,645982,190000.0,645984,3.3999157894736842,0.85,1.4777389208784924e-05,1.0499732023626156e-05,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,135,10000.0,200000.0,7.293669896570864,3.897754982231694,0.8489787285847495,2.1450071241749207,1.1462991545996681,0.6867299429151652,0.6893162216811786,646056,190000.0,646060,3.400315789473684,0.85,4.345726514599985e-06,6.191413776138563e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,136,10000.0,200000.0,7.43647483399697,4.033548715331693,0.8507315296663542,2.1879376138541873,1.1867469313166363,0.6916078739864844,0.6893162216811786,645772,190000.0,645775,3.398815789473684,0.85,1.0478842155836233e-05,3.5966004855369447e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,137,10000.0,200000.0,7.365779268239042,3.95538000560951,0.8525998156573353,2.1628459028231575,1.161437890627858,0.6943277197288037,0.6893162216811786,647059,190000.0,647066,3.4056105263157894,0.85,4.277241189641716e-06,6.345881987005417e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,138,10000.0,200000.0,7.339008406281524,3.9387621364996472,0.8500615674453825,2.1553313190353087,1.156748489877326,0.6885703024167059,0.6893162216811786,646955,190000.0,646958,3.405042105263158,0.85,1.9776750636413776e-06,3.853173077140872e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,139,10000.0,200000.0,7.284874767435559,3.8854875984142536,0.8498467922552702,2.1427224493367465,1.1428610839277238,0.6892022224389549,0.6893162216811786,645957,190000.0,645965,3.399815789473684,0.85,1.8053461702604418e-06,7.6077705776259325e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,140,10000.0,200000.0,7.498059343588045,4.088463167134739,0.8523990441133202,2.2019911884313985,1.200678419527774,0.6951110561540721,0.6893162216811786,646970,190000.0,646979,3.4051526315789475,0.85,7.568146661182432e-06,7.365310406613725e-06,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,141,10000.0,200000.0,7.377894796515093,3.969666993987185,0.8520569506321053,2.1667112688156758,1.1658012857713687,0.6933393717753329,0.6893162216811786,646966,190000.0,646968,3.405094736842105,0.85,5.104276408710641e-06,7.989595458332684e-07,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
mmg,4,3.4,1.0,142,10000.0,200000.0,7.307490636626359,3.9028378980506115,0.851163184643981,2.1484561022440363,1.1474301747586557,0.6909554037616953,0.6893162216811786,646198,190000.0,646208,3.401094736842105,0.85,5.3081826190661616e-05,8.177889870598995e-05,7.3061252561933445,3.9061252561933446,2.148860369468631,1.1488603694686308
